name,ingredients,type,meal,instructions
Paneer Fenugreek Yogurt Curry,"paneer, fenugreek, yogurt, tomato, oats",vegetarian,dinner,"To prepare Recipe 195, start by gathering the ingredients: paneer, fenugreek, yogurt, tomato, oats. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Broccoli Zucchini Paneer Curry,"broccoli, zucchini, paneer, mint, cauliflower, moong dal, lemon",vegan,dinner,"To prepare Recipe 196, start by gathering the ingredients: broccoli, zucchini, paneer, mint, cauliflower, moong dal, lemon. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Coconut Turmeric Oats Curry,"coconut, turmeric, oats, ginger, black pepper",healthy,lunch,"To prepare Recipe 197, start by gathering the ingredients: coconut, turmeric, oats, ginger, black pepper. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Rice Chili Ginger Curry,"rice, chili, ginger, lemon, zucchini, garlic",vegetarian,dinner,"To prepare Recipe 198, start by gathering the ingredients: rice, chili, ginger, lemon, zucchini, garlic. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Aloo Tamatar Curry,"tomato, potato, rice, moong dal, coconut",vegetarian,breakfast,"To prepare Recipe 199, start by gathering the ingredients: tomato, potato, rice, moong dal, coconut. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Potato Fenugreek Turmeric Curry,"potato, fenugreek, turmeric, mint, mustard seeds, tomato, quinoa",healthy,breakfast,"To prepare Recipe 200, start by gathering the ingredients: potato, fenugreek, turmeric, mint, mustard seeds, tomato, quinoa. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Carrot Lemon Moong dal Curry,"carrot, lemon, moong dal, spinach, zucchini",vegetarian,breakfast,"To prepare Recipe 201, start by gathering the ingredients: carrot, lemon, moong dal, spinach, zucchini. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Onion Sprouts Moong dal Curry,"onion, sprouts, moong dal, zucchini, turmeric, paneer, chili",vegan,dinner,"To prepare Recipe 202, start by gathering the ingredients: onion, sprouts, moong dal, zucchini, turmeric, paneer, chili. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Potato Cumin Paneer Curry,"potato, cumin, paneer, carrot, rice",vegan,dinner,"To prepare Recipe 203, start by gathering the ingredients: potato, cumin, paneer, carrot, rice. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Mint Turmeric Cumin Curry,"mint, turmeric, cumin, lemon, broccoli",vegan,dinner,"To prepare Recipe 204, start by gathering the ingredients: mint, turmeric, cumin, lemon, broccoli. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Healthy Quinoa Bowl,"black pepper, yogurt, quinoa, garlic, lemon",vegetarian,breakfast,"To prepare Recipe 205, start by gathering the ingredients: black pepper, yogurt, quinoa, garlic, lemon. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Healthy Quinoa Bowl,"quinoa, sprouts, tomato, onion, ginger, moong dal, spinach",healthy,dinner,"To prepare Recipe 206, start by gathering the ingredients: quinoa, sprouts, tomato, onion, ginger, moong dal, spinach. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Broccoli Zucchini Sprouts Curry,"broccoli, zucchini, sprouts, spinach, chili, tomato",healthy,lunch,"To prepare Recipe 207, start by gathering the ingredients: broccoli, zucchini, sprouts, spinach, chili, tomato. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Spinach Mustard seeds Rice Curry,"spinach, mustard seeds, rice, chili, green peas, garlic, yogurt, paneer",healthy,dinner,"To prepare Recipe 208, start by gathering the ingredients: spinach, mustard seeds, rice, chili, green peas, garlic, yogurt, paneer. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Lemon Mustard seeds Paneer Curry,"lemon, mustard seeds, paneer, garlic, coriander, sprouts",vegetarian,dinner,"To prepare Recipe 209, start by gathering the ingredients: lemon, mustard seeds, paneer, garlic, coriander, sprouts. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Healthy Quinoa Bowl,"quinoa, garlic, broccoli, beans, lemon, potato",vegan,lunch,"To prepare Recipe 210, start by gathering the ingredients: quinoa, garlic, broccoli, beans, lemon, potato. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Fenugreek Cauliflower Black pepper Curry,"fenugreek, cauliflower, black pepper, garlic, green peas, yogurt, oats, lemon",vegan,dinner,"To prepare Recipe 211, start by gathering the ingredients: fenugreek, cauliflower, black pepper, garlic, green peas, yogurt, oats, lemon. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Green peas Oats Lemon Curry,"green peas, oats, lemon, ginger, mint",healthy,dinner,"To prepare Recipe 212, start by gathering the ingredients: green peas, oats, lemon, ginger, mint. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Ginger Zucchini Mint Curry,"ginger, zucchini, mint, moong dal, capsicum, spinach",vegan,lunch,"To prepare Recipe 213, start by gathering the ingredients: ginger, zucchini, mint, moong dal, capsicum, spinach. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Broccoli Cumin Green peas Curry,"broccoli, cumin, green peas, coriander, mint",vegetarian,lunch,"To prepare Recipe 214, start by gathering the ingredients: broccoli, cumin, green peas, coriander, mint. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Yogurt Ginger Cauliflower Curry,"yogurt, ginger, cauliflower, spinach, turmeric, garlic, moong dal",vegan,dinner,"To prepare Recipe 215, start by gathering the ingredients: yogurt, ginger, cauliflower, spinach, turmeric, garlic, moong dal. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Ginger Black pepper Lemon Curry,"ginger, black pepper, lemon, tomato, carrot, garlic",healthy,breakfast,"To prepare Recipe 216, start by gathering the ingredients: ginger, black pepper, lemon, tomato, carrot, garlic. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Beans Paneer Mustard seeds Curry,"beans, paneer, mustard seeds, onion, yogurt, black pepper",healthy,dinner,"To prepare Recipe 217, start by gathering the ingredients: beans, paneer, mustard seeds, onion, yogurt, black pepper. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Healthy Quinoa Bowl,"sprouts, beans, quinoa, garlic, mustard seeds, fenugreek, black pepper",vegetarian,lunch,"To prepare Recipe 218, start by gathering the ingredients: sprouts, beans, quinoa, garlic, mustard seeds, fenugreek, black pepper. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Zucchini Capsicum Mint Curry,"zucchini, capsicum, mint, coriander, broccoli, oats, cumin",vegan,breakfast,"To prepare Recipe 219, start by gathering the ingredients: zucchini, capsicum, mint, coriander, broccoli, oats, cumin. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Fenugreek Cauliflower Broccoli Curry,"fenugreek, cauliflower, broccoli, quinoa, capsicum, turmeric",vegetarian,lunch,"To prepare Recipe 220, start by gathering the ingredients: fenugreek, cauliflower, broccoli, quinoa, capsicum, turmeric. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Spinach Moong dal Sprouts Curry,"spinach, moong dal, sprouts, carrot, fenugreek, paneer",healthy,lunch,"To prepare Recipe 221, start by gathering the ingredients: spinach, moong dal, sprouts, carrot, fenugreek, paneer. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Yogurt Potato Spinach Curry,"yogurt, potato, spinach, oats, tomato",vegan,dinner,"To prepare Recipe 222, start by gathering the ingredients: yogurt, potato, spinach, oats, tomato. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Fenugreek Yogurt Beans Curry,"fenugreek, yogurt, beans, carrot, potato, black pepper",vegetarian,breakfast,"To prepare Recipe 223, start by gathering the ingredients: fenugreek, yogurt, beans, carrot, potato, black pepper. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Coconut Broccoli Onion Curry,"coconut, broccoli, onion, tomato, lemon, turmeric",vegetarian,lunch,"To prepare Recipe 224, start by gathering the ingredients: coconut, broccoli, onion, tomato, lemon, turmeric. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Onion Mint Capsicum Curry,"onion, mint, capsicum, spinach, zucchini",vegan,dinner,"To prepare Recipe 225, start by gathering the ingredients: onion, mint, capsicum, spinach, zucchini. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Paneer Cumin Oats Curry,"paneer, cumin, oats, ginger, black pepper, coriander, yogurt",vegetarian,dinner,"To prepare Recipe 226, start by gathering the ingredients: paneer, cumin, oats, ginger, black pepper, coriander, yogurt. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Mint Turmeric Capsicum Curry,"mint, turmeric, capsicum, beans, coconut, yogurt, broccoli",vegan,lunch,"To prepare Recipe 227, start by gathering the ingredients: mint, turmeric, capsicum, beans, coconut, yogurt, broccoli. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Mint Fenugreek Paneer Curry,"mint, fenugreek, paneer, green peas, broccoli",vegetarian,dinner,"To prepare Recipe 228, start by gathering the ingredients: mint, fenugreek, paneer, green peas, broccoli. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
Chili Beans Onion Curry,"chili, beans, onion, yogurt, moong dal, cumin, mustard seeds",vegan,dinner,"To prepare Recipe 229, start by gathering the ingredients: chili, beans, onion, yogurt, moong dal, cumin, mustard seeds. Heat oil in a pan, add spices and sauté aromatics. Add vegetables or main ingredients and cook until tender. Add salt and seasoning to taste. Simmer until done. Serve hot."
